fy_book,keyword,has_dollar,snippet
2021,submarine,Y,"Capital expenditures have been at an elevated level the past two years as we continue to invest in our shipyards, particularly for the planned growth in submarine construction. Other capital expenditures include equipment and facility enhancements to support new and existing programs across our businesses. We expect capital expenditures to be approximately 2.5% of revenue in 2022. FINANCING ACTIVITIES Cash used by financing activities was $4.6 billion in 2021 and $903 in 2020. Financing activities include the use of cash for repurchases of common stock, pa"
2021,backlog,Y,"Estimated potential contract value in our defense segments was $38.2 billion on December 31, 2021, compared with $42.4 billion at year-end 2020. MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s backlog and estimated potential contract value were down compared with year-end 2020 due to continued performance on significant multi-year contracts. We received the following significant contract awards in the Marine Systems segment during 2021: • $1.9"
2021,backlog,Y,"MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s backlog and estimated potential contract value were down compared with year-end 2020 due to continued performance on significant multi-year contracts. We received the following significant contract awards in the Marine Systems segment during 2021: • $1.9 billion from the Navy for the construction of a tenth submarine in Block V of the Virginia-class submarine program. • $1.4 billion from the Navy to prov"
2022,Columbia,,"0 % The increase in product revenue in 2022 consisted of the following: Ship construction $ 577 Other, net 17 Total increase $ 594 Ship construction revenue increased due to higher volume on the Columbia-class submarine, T-AO-205 oiler and DDG-51 destroyer programs. In 2022, the primary driver of the increase in product operating costs was the change in volume described above. The increase in service revenue in 2022 consisted of the following: Aircraft services $ 420 Other, net (76) Total increase $ 344 Aircraft services revenue increased due to additional maintenance work and FBO activity. In 20"
2022,Columbia,Y,"7 billion on December 31, 2022, compared with $4.3 billion at year-end 2021. Significant contract awards in the Marine Systems segment during 2022 include: • $5.4 billion from the Navy for the Columbia-class submarine program for advance procurement and advance construction of critical components and material to support follow-on submarines, efforts to support continuous missile tube production, enhancements to develop the submarine industrial base, and sustained class maintenance and support. The awards also include options totaling $585 of additional potential contract value. • $2 billion fro"
2022,Virginia,Y,"Overall, the Marine Systems segment’s operating margin decreased 20 basis points in 2022 due to program mix and supply chain impacts to the Virginia-class submarine schedule, offset partially by improved performance at NASSCO. 2023 Outlook We expect the Marine Systems segment’s 2023 revenue to remain steady at approximately $10.9 billion. Operating margin is expected to be approximately 8.1% driven by program mix across our shipyards and ongoing supply chain challenges. COMBAT SYSTEMS Year Ended December 31 2022 2021 Variance Revenue $ 7,308"
2022,Electric Boat,Y,"7 We are investing $1.8 billion of capital in expanded and modernized facilities at Electric Boat to support the growth in submarine construction and expect the investments to be substantially complete by the end of 2023. Equal to the commitment of capital is our commitment to developing our Electric Boat workforce. While the steepest portion of our personnel ramp is behind us, we still expect the Electric Boat workforce to grow another 25% by the end of the decade, particularly in support of"
2022,submarine,Y,"Accordingly, the program has received the highest possible rating from the government’s Defense Priorities and Allocations System. These submarines will provide strategic deterrent capabilities for decades, with the first boat delivering in 2027 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to continue for two decades, and the value of the Navy’s program of record is in excess of $110 billion. The submarine’s design was more than 80% compl"
2022,submarine,Y,"These submarines will provide strategic deterrent capabilities for decades, with the first boat delivering in 2027 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to continue for two decades, and the value of the Navy’s program of record is in excess of $110 billion. The submarine’s design was more than 80% complete at the time we began construction of the first boat in 2020, nearly twice as mature as any of the Navy’s previous submarine programs at the start of construction. 7 We a"
2022,submarine,Y,"Construction is scheduled to continue for two decades, and the value of the Navy’s program of record is in excess of $110 billion. The submarine’s design was more than 80% complete at the time we began construction of the first boat in 2020, nearly twice as mature as any of the Navy’s previous submarine programs at the start of construction. 7 We are investing $1.8 billion of capital in expanded and modernized facilities at Electric Boat to support the growth in submarine construction and expect the investments to be substantially complet"
2022,submarine,Y,"The submarine’s design was more than 80% complete at the time we began construction of the first boat in 2020, nearly twice as mature as any of the Navy’s previous submarine programs at the start of construction. 7 We are investing $1.8 billion of capital in expanded and modernized facilities at Electric Boat to support the growth in submarine construction and expect the investments to be substantially complete by the end of 2023. Equal to the commitment of capital is our commitment to developing our Electric Boat workforce. While the steepest portion of our personne"
2022,submarine,,"Along with strong contributions from the states of Connecticut and Rhode Island, we continue to invest in the training and tools necessary for our employees to deliver these next-generation submarines to the Navy on time and on budget. We are also working with our network of approximately 3,000 suppliers — mostly small businesses — to support concurrent production of the two submarine programs. Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyers and manages modernization and lifecycle support for the class. We have a total of 10 ships in backlog scheduled for deli"
2022,submarine,,"We are also working with our network of approximately 3,000 suppliers — mostly small businesses — to support concurrent production of the two submarine programs. Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyers and manages modernization and lifecycle support for the class. We have a total of 10 ships in backlog scheduled for delivery through 2029. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2022,submarine,Y,"These increases were offset partially by lower submarine engineering volume. Overall, the Marine Systems segment’s operating margin decreased 20 basis points in 2022 due to program mix and supply chain impacts to the Virginia-class submarine schedule, offset partially by improved performance at NASSCO. 2023 Outlook We expect the Marine Systems segment’s 2023 revenue to remain steady at approximately $10.9 billion. Operating margin is expected to be app"
2022,submarine,Y,"9 billion on December 31, 2022, compared with $38.2 billion at year-end 2021. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s book-to-bill ratio was 1.1-to-1 in 2022, resulting in backlog growth of 1.9% from year-end 2021 to $45.7 billion. The segment’s estimated potential contract value was $3.7 billion on December 31, 2022, compared with $4.3 billion at year-end 2021. Significant contract awards in the Marine Sy"
2022,submarine,Y,"3 billion at year-end 2021. Significant contract awards in the Marine Systems segment during 2022 include: • $5.4 billion from the Navy for the Columbia-class submarine program for advance procurement and advance construction of critical components and material to support follow-on submarines, efforts to support continuous missile tube production, enhancements to develop the submarine industrial base, and sustained class maintenance and support. The awards also include options totaling $585 of additional potential contract value. • $2 billion from the Navy for l"
2022,submarine,Y,"4 billion from the Navy for the Columbia-class submarine program for advance procurement and advance construction of critical components and material to support follow-on submarines, efforts to support continuous missile tube production, enhancements to develop the submarine industrial base, and sustained class maintenance and support. The awards also include options totaling $585 of additional potential contract value. • $2 billion from the Navy for long-lead materials and construction of an additional Expeditionary Sea Base (ESB) auxiliary support ship and two additional T"
2022,submarine,Y,"• $1.2 billion from the Navy to provide maintenance, modernization and repair services for the DDG-51 destroyer, Wasp-class amphibious assault ship and Los Angeles-class submarine programs. • $580 from the Navy for lead yard services, development studies and design efforts for Virginia-class submarines. The awards also include options totaling $320 of additional potential contract value. • $235 from the Navy to provide engineering, technical, design and planning yard support services for operational strategic and attack submarines. • $170 from the Navy for advanced nuclear"
2022,backlog,Y,"Estimated potential contract value in our defense segments was $35.9 billion on December 31, 2022, compared with $38.2 billion at year-end 2021. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s book-to-bill ratio was 1.1-to-1 in 2022, resulting in backlog growth of 1.9% from year-end 2021 to $45.7 billion. The segment’s estimated potential contract value was $3.7 billion on December 31, 2022, compared with $4.3 billion at year-end 2021. Signifi"
2022,backlog,Y,"The segment’s book-to-bill ratio was 1.1-to-1 in 2022, resulting in backlog growth of 1.9% from year-end 2021 to $45.7 billion. The segment’s estimated potential contract value was $3.7 billion on December 31, 2022, compared with $4.3 billion at year-end 2021. Significant contract awards in the Marine Systems segment during 2022 include: • $5.4 billion from the Navy for the Columbia-class submarine program for advance procurement and advance construction of critical comp"
2023,Columbia,Y,"• $300 for advanced nuclear plant studies (ANPS) in support of the Columbia-class submarine program. The contracts, including options, have a maximum potential value of $1.5 billion. • $1.3 billion from the Navy for long-lead materials and advance construction for Block V and long-lead materials for Block VI Virginia-class submarines. • $720 from the Navy to provide maintenance and modernization services for the DDG-51 destroyer, San Antonio-class amphibious transport do"
2023,Virginia,Y,"Construction is scheduled to continue for two decades, and the value of the Navy’s program of record is in excess of $115 billion. The Navy procures Virginia-class submarines in multi-boat blocks at a two-per-year rate. Along with an industry partner, we are currently working on Blocks IV and V in the program, with 16 Virginia-class submarines in our backlog scheduled for delivery through 2032. Ten of the boats in Block V will include the Virginia Payload Module, an 84-foot Electric Boat-designed-and-built hull section that adds four additional payloa"
2023,Virginia,Y,"5 billion. • $1.3 billion from the Navy for long-lead materials and advance construction for Block V and long-lead materials for Block VI Virginia-class submarines. • $720 from the Navy to provide maintenance and modernization services for the DDG-51 destroyer, San Antonio-class amphibious transport dock and Wasp-class amphibious assault ship programs. The awards including options have a maximum potential value of $1.2 billion. • $735 from the Navy for construction of an additional John Lewis-class (T-AO-205) fleet replenishment oiler. • $9"
2023,Block V,Y,"The contracts, including options, have a maximum potential value of $1.5 billion. • $1.3 billion from the Navy for long-lead materials and advance construction for Block V and long-lead materials for Block VI Virginia-class submarines. • $720 from the Navy to provide maintenance and modernization services for the DDG-51 destroyer, San Antonio-class amphibious transport dock and Wasp-class amphibious assault ship programs. The awards including options have a maximum potential value of $1.2 billion. • $735 from the Navy for construction of an additional John Lewis-cl"
2023,submarine,Y,"Accordingly, the program has received the highest possible rating from the government’s Defense Priorities and Allocations System. These submarines will provide strategic deterrent capabilities for decades, with the first boat scheduled for delivery in 2027 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to continue for two decades, and the value of the Navy’s program of record is in excess of $115 billion. The Navy procures Virginia-class s"
2023,submarine,Y,"These submarines will provide strategic deterrent capabilities for decades, with the first boat scheduled for delivery in 2027 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to continue for two decades, and the value of the Navy’s program of record is in excess of $115 billion. The Navy procures Virginia-class submarines in multi-boat blocks at a two-per-year rate. Along with an industry partner, we are currently working on Blocks IV and V in the program, with 16 Virginia-class submarines in o"
2023,submarine,,"We are also working with our growing network of approximately 3,000 suppliers — mostly small businesses — to support concurrent production of the two submarine programs. Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyer and manages modernization and lifecycle support for all Navy destroyers. In 2023, we were awarded a contract from the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 12 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support ship"
2023,submarine,Y,"9 billion on December 31, 2023, compared with $35.9 billion at year-end 2022. 42 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s backlog and estimated potential contract value remained steady compared with year-end 2022. Significant contract awards in the Marine Systems segment during 2023 include: • $1.7 billion from the U."
2023,backlog,Y,"Estimated potential contract value in our defense segments was $37.9 billion on December 31, 2023, compared with $35.9 billion at year-end 2022. 42 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s backlog and estimated potential contract value remained steady compared with year-end 2022. Significant contract awards in the Marine Systems segment during 2023 include: • $1.7 billion from the U."
2024,Virginia,Y,"Construction is scheduled to span two decades, and the value of the Navy’s program of record is in excess of $125 billion. The Navy procures Virginia-class submarines in multi-boat blocks. Along with an industry partner, we are currently working on Blocks IV and V in the program, with 14 Virginia-class submarines in our backlog scheduled for delivery through 2032. Ten of the planned boats in Block V will include the Virginia Payload Module, an 84-foot Electric Boat-designed-and-built hull section that adds four additional payload tubes, more t"
2024,Virginia,Y,The Marine Systems segment’s operating margin decreased 50 basis points in 2024 due to a $123 unfavorable profit adjustment in the fourth quarter of 2024 on the Virginia-class Block IV contract as it approaches completion in 2026. The Virginia-class program has been impacted by supplier quality issues and late supply chain deliveries causing cost growth and schedule delays. 2025 Outlook We expect the Marine Systems segment’s 2025 revenue to increase to approximately $15 billion with operating margin of approximately 6.8%. 36 COMBAT SYSTEMS Year Ended December 31
2024,Virginia,Y,"The Virginia-class program has been impacted by supplier quality issues and late supply chain deliveries causing cost growth and schedule delays. 2025 Outlook We expect the Marine Systems segment’s 2025 revenue to increase to approximately $15 billion with operating margin of approximately 6.8%. 36 COMBAT SYSTEMS Year Ended December 31 2024 2023 Variance Revenue $ 8,997 $ 8,268 $ 729 8.8 % Operating earnings"
2024,Virginia,,"In 2024, product operating costs increased at a higher rate than revenue due to supplier quality issues and late supply chain deliveries on the Virginia-class Block IV contract within our Marine Systems segment and additional costs associated with initial deliveries of G700 aircraft due to out of station work caused by supplier quality escapes and late delivery of components in our Aerospace segment. The increase in service revenue in 2024 consisted of the following: Aircraft services $ 527 C5ISR solutions/IT services 493 Ship services 357 Other,"
2024,Virginia,Y,"7 billion. • $2.9 billion from the Navy for long-lead materials for Block V and Block VI Virginia-class submarines. • $205 from the Navy for planning yard services for the Arleigh Burke-class (DDG-51) guided-missile destroyer program. The contract including options has a maximum potential value of $1.1 billion. • $770 from the Navy for lead yard services, development studies, design and engineering efforts, procurement and delivery of initial spare parts to support maintenance availabilities"
2024,Block V,Y,"The contract including options for an additional seven T-AO-205 oilers has a maximum potential value of more than $6.7 billion. • $2.9 billion from the Navy for long-lead materials for Block V and Block VI Virginia-class submarines. • $205 from the Navy for planning yard services for the Arleigh Burke-class (DDG-51) guided-missile destroyer program. The contract including options has a maximum potential value of $1.1 billion. • $770 from the Navy for lead yard services, development studies, design and engineering efforts, procurement and delivery of initial spare parts to support maint"
2024,submarine,Y,"Accordingly, the program has received the highest possible rating from the government’s Defense Priorities and Allocations System. These submarines will provide strategic deterrent capabilities for decades, with the first boat expected to deliver in 2028 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to span two decades, and the value of the Navy’s program of record is in excess of $125 billion. The Navy procures Virginia-class submarines i"
2024,submarine,Y,"These submarines will provide strategic deterrent capabilities for decades, with the first boat expected to deliver in 2028 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to span two decades, and the value of the Navy’s program of record is in excess of $125 billion. The Navy procures Virginia-class submarines in multi-boat blocks. Along with an industry partner, we are currently working on Blocks IV and V in the program, with 14 Virginia-class submarines in our backlog scheduled for delive"
2024,submarine,,"We continue to work with our growing network of approximately 3,000 suppliers to support the growth related to concurrent production of the two submarine programs. Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyer and manages modernization and lifecycle support for all Navy destroyers. In 2023, we were awarded a contract from 7 the Navy for construction of three Flight III DDG-51 destroyers. We have a total of 11 ships in backlog scheduled for delivery through 2032. NASSCO specializes in Navy auxiliary and support sh"
2024,submarine,Y,"2 billion on December 31, 2024, up 37.8% compared with $37.9 billion at year-end 2023. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s total estimated contract value remained steady compared with year-end 2023. Significant contract awards in the Marine Systems segment during 2024 include: • $780 from the U."
2025,Virginia,Y,"Construction is scheduled to span two decades, and the value of the Navy’s program of record is in excess of $125 billion. The Navy procures Virginia-class submarines in multi-boat blocks. Along with an industry partner, we are currently working on Blocks IV and V in the program, with 14 Virginia-class submarines in our backlog scheduled for delivery through 2034. Ten of the boats in Block V will include the Virginia Payload Module, an 84-foot Electric Boat-designed-and-built hull section that adds four additional payload tubes, more than trip"
2025,submarine,Y,"Accordingly, the program has received the highest possible rating from the government’s Defense Priorities and Allocations System. These submarines will provide strategic deterrent capabilities for decades, with the first boat expected to deliver in 2028 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to span two decades, and the value of the Navy’s program of record is in excess of $125 billion. The Navy procures Virginia-class submarines i"
2025,submarine,Y,"These submarines will provide strategic deterrent capabilities for decades, with the first boat expected to deliver in 2028 to begin replacement of the current Ohio-class ballistic-missile submarine fleet as it reaches the end of its service life. Construction is scheduled to span two decades, and the value of the Navy’s program of record is in excess of $125 billion. The Navy procures Virginia-class submarines in multi-boat blocks. Along with an industry partner, we are currently working on Blocks IV and V in the program, with 14 Virginia-class submarines in our backlog scheduled for delive"
2025,submarine,,"In 2025, NASSCO received an award for the eleventh and twelfth T-AO-205 ships. In addition to these projects, NASSCO has been awarded a contract to provide a preliminary design for the Navy’s Submarine Tender replacement program (AS(X)). Over the last two decades, NASSCO has partnered with a leading South Korean ship design and equipment procurement company, DSEC Co., Ltd, (DSEC), to design and build many large ocean-going commercial vessels including tankers and cargo ships to support U."
2025,submarine,Y,"S. Navy ship construction was up in 2025 due primarily to increased volume on Virginia-class and Columbia-class submarine construction. The Marine Systems segment’s operating margin increased 50 basis points in 2025 as 2024 included the unfavorable impact of supplier cost growth. 2026 Outlook We expect the Marine Systems segment’s 2026 revenue to increase to $17.3-$17.7 billion with operating margin of around 7.3%. COMBAT SYSTEMS Year Ended December 31 2025 2024 Variance Revenue $ 9,246 $ 8,997 $ 249 2.8 % Operating"
2025,submarine,Y,"8 billion on December 31, 2025, up 14.4% compared with $52.2 billion at year-end 2024. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s total estimated contract value was $64.2 billion on December 31, 2025, up 30% compared with $49.4 billion at year-end 2024. The increase was due primarily to $20.1 billion of combined submarine awards, a contract award for the construction of John Lewis-class (T-AO-205) fleet replenishment"
2025,submarine,Y,"The segment’s total estimated contract value was $64.2 billion on December 31, 2025, up 30% compared with $49.4 billion at year-end 2024. The increase was due primarily to $20.1 billion of combined submarine awards, a contract award for the construction of John Lewis-class (T-AO-205) fleet replenishment oilers and a contract award for the construction of an Arleigh Burke-class (DDG-51) guided-missile destroyer. The following represents the Marine Systems segment’s total estimated contract value by major program on December 31, 2025: COMBAT SYSTEMS The Combat Systems segment’s backlog consists of a mi"
2025,backlog,,"S. Marines and special operations forces, and the John Lewis-class (T-AO-205) fleet replenishment oiler. Work on the final ESB in backlog will complete in 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2030. In 2025, NASSCO received an award for the eleventh and twelfth T-AO-205 ships. In addition to these projects, NASSCO has been awarded a contract to provide a preliminary design for the Navy’s Submarine Tender replacement program (AS(X)). Over the last two decades, NASSCO has partnered wit"
2025,backlog,,"Work on the final ESB in backlog will complete in 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2030. In 2025, NASSCO received an award for the eleventh and twelfth T-AO-205 ships. In addition to these projects, NASSCO has been awarded a contract to provide a preliminary design for the Navy’s Submarine Tender replacement program (AS(X)). Over the last two decades, NASSCO has partnered with a leading South Korean ship design and equipment procurement company, DSE"
