query_slug,article_date,article_source,article_title,article_url,category,matched,snippet
destroyer_supply_chain,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,distributed_ship,distributed shipbuilding,"Also, we continue to make progress on our second operational initiative to rapidly grow our trusted industrial base network. Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements."
destroyer_supply_chain,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,distributed_ship,distributed shipbuilding,"I'll start, and then I'll kick it over to Kari to talk about Charleston. Yeah, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston's doing well. As I said, I'd kick that over to Kari, from a Hyundai standpoint we still have or we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now for this year. That could provide upside if we're able to jointly invest in some operating manufacturing footprint. That would be upside."
destroyer_supply_chain,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,distributed_ship,distributed shipbuilding,"We are also working with other distributed shipbuilding partners that have been in our network, and those muscles are strengthening as well, getting back to the ebb and flow of what naturally happens in our industry. We're certainly in a place where we're able to stretch and grow there, and that is tracking pretty well from my estimation.

Ron Epstein, Analyst, Bank of America: Great. Maybe just 1 quick one."
destroyer_supply_chain,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,outsource_pct,outsourcing hours year-over-year by 30%,"Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements.

The third operational initiative of securing new contract awards is on track, and we are making good progress on the Virginia-class Block VI and the next Columbia-class contract, with awards expected in the second quarter."
destroyer_supply_chain,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,pct_outsource,30% increase in outsourc,"I'll start, and then I'll kick it over to Kari to talk about Charleston. Yeah, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston's doing well. As I said, I'd kick that over to Kari, from a Hyundai standpoint we still have or we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now for this year."
destroyer_supply_chain,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"Neal, and achieved stern release on DDG-133 Sam Nunn. We also loaded main machinery on DDG-135 Thad Cochran and received the first 2 of 32 units in yard from our distributed shipbuilding partners on DDG-137 John F. Lehman. Moving to Mission Technologies, we had another quarter of strong sales of $748 million. We have a robust opportunity pipeline. We were awarded a position on the $25 billion ceiling Advanced Technology Support Program, microelectronics multi-award contract, and the $151 billion ceiling Missile Defense Agency's SHIELD multi-award contract."
destroyer_supply_chain,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"Also, we continue to make progress on our second operational initiative to rapidly grow our trusted industrial base network. Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements."
destroyer_supply_chain,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"I'll start, and then I'll kick it over to Kari to talk about Charleston. Yeah, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston's doing well. As I said, I'd kick that over to Kari, from a Hyundai standpoint we still have or we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now for this year. That could provide upside if we're able to jointly invest in some operating manufacturing footprint. That would be upside."
destroyer_supply_chain,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"We are also working with other distributed shipbuilding partners that have been in our network, and those muscles are strengthening as well, getting back to the ebb and flow of what naturally happens in our industry. We're certainly in a place where we're able to stretch and grow there, and that is tracking pretty well from my estimation.

Ron Epstein, Analyst, Bank of America: Great. Maybe just 1 quick one."
ddg51_industrial_base,2026-04-27,GlobalSecurity.org,NAVY FY27 Budget Request,https://www.globalsecurity.org/military/library/news/2026/04/mil-260422-usn01.htm,distributed_ship,distributed shipbuilding,"'m optimistic with where we're going that we will see improvements in these builds because of those investments and the investments that we're making now.

I'm optimistic in what we're doing with our distributed shipbuilding. You saw my discussion of Hadrian and others. That will then relieve these two primes. And I think we'll -- and I think we'll have -- we -- we'll have a good path forward to start improving our production of our Virginias.

Q: Can I ask one quick battleship question?

BEN REYNOLDS: Yeah.

Q: Lots of interest because it's seen in some quarters as a Trump vanity project."
ddg51_industrial_base,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,outsource_pct,outsourcing hours year-over-year by 30%,"Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements.

The third operational initiative of securing new contract awards is on track, and we are making good progress on the Virginia-class Block VI and the next Columbia-class contract, with awards expected in the second quarter."
ddg51_industrial_base,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,pct_outsource,30% increase in outsourc,"I'll start, and then I'll kick it over to Kari to talk about Charleston. Yeah, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston's doing well. As I said, I'd kick that over to Kari, from a Hyundai standpoint we still have or we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now for this year."
ddg51_industrial_base,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,distributed_ship,distributed shipbuilding,"Neal, and achieved stern release on DDG 133 Sam Nunn. We also loaded main machinery on DDG 135 Thad Cochran and received the first 2 of 32 units in yard from our distributed shipbuilding partners on DDG 137 John F. Lehman. Moving to Mission Technologies, we had another quarter of strong sales of $748 million. We have a robust opportunity pipeline. We were awarded a position on the $25 billion ceiling Advanced Technology Support Program, microelectronics multi-award contract, and the $151 billion ceiling Missile Defense Agency's SHIELD multi-award contract."
ddg51_industrial_base,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,distributed_ship,distributed shipbuilding,"Also, we continue to make progress on our second operational initiative to rapidly grow our trusted industrial base network. Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements."
ddg51_industrial_base,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,distributed_ship,distributed shipbuilding,"I'll start, and then I'll kick it over to Kari to talk about Charleston. Yeah, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston's doing well. As I said, I'd kick that over to Kari, from a Hyundai standpoint we still have or we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now for this year. That could provide upside if we're able to jointly invest in some operating manufacturing footprint. That would be upside."
ddg51_industrial_base,2026-05-11,Investing.com India,Earnings call transcript: Huntington Ingalls Industries beats Q1 2026 estimates By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-industries-beats-q1-2026-estimates-93CH-5395373,distributed_ship,distributed shipbuilding,"We are also working with other distributed shipbuilding partners that have been in our network, and those muscles are strengthening as well, getting back to the ebb and flow of what naturally happens in our industry. We're certainly in a place where we're able to stretch and grow there, and that is tracking pretty well from my estimation.

Ron Epstein, Analyst, Bank of America: Great. Maybe just 1 quick one."
ddg51_industrial_base,2026-05-09,Army Recognition,U.S. Navy to Receive New Flight III Arleigh Burke-class Destroyer USS Ted Stevens for Missile Defense,https://www.armyrecognition.com/news/navy-news/2026/u-s-navy-to-receive-new-flight-iii-arleigh-burke-class-destroyer-uss-ted-stevens-for-missile-defense,distributed_ship,distributed shipbuilding,"ng the long-term strategic commitment to the DDG 51 production line.

To sustain production rates and meet Navy fleet expansion goals, HII is aggressively restructuring its industrial model through a distributed shipbuilding initiative. The strategy relies on expanding partnerships with external fabrication yards and assembly companies beyond the company's traditional Gulf Coast labor market. By decentralizing portions of structural fabrication and pre-assembly work, Ingalls aims to reduce production bottlenecks, improve schedule predictability, and compensate for persistent workforce shortages affecting the U.S."
ddg51_industrial_base,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,outsource_pct,outsourcing hours year-over-year by 30%,"Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements.

The third operational initiative of securing new contract awards is on track, and we are making good progress on the Virginia-class Block VI and the next Columbia-class contract, with awards expected in the second quarter."
ddg51_industrial_base,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,pct_outsource,30% increase in outsourc,"I'll start, and then I'll kick it over to Kari to talk about Charleston. Yeah, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston's doing well. As I said, I'd kick that over to Kari, from a Hyundai standpoint we still have or we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now for this year."
ddg51_industrial_base,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"Neal, and achieved stern release on DDG-133 Sam Nunn. We also loaded main machinery on DDG-135 Thad Cochran and received the first 2 of 32 units in yard from our distributed shipbuilding partners on DDG-137 John F. Lehman. Moving to Mission Technologies, we had another quarter of strong sales of $748 million. We have a robust opportunity pipeline. We were awarded a position on the $25 billion ceiling Advanced Technology Support Program, microelectronics multi-award contract, and the $151 billion ceiling Missile Defense Agency's SHIELD multi-award contract."
ddg51_industrial_base,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"Also, we continue to make progress on our second operational initiative to rapidly grow our trusted industrial base network. Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements."
ddg51_industrial_base,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"I'll start, and then I'll kick it over to Kari to talk about Charleston. Yeah, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston's doing well. As I said, I'd kick that over to Kari, from a Hyundai standpoint we still have or we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now for this year. That could provide upside if we're able to jointly invest in some operating manufacturing footprint. That would be upside."
ddg51_industrial_base,2026-05-05,Investing.com India,Earnings call transcript: Huntington Ingalls surpasses Q1 2026 expectations By Investing.com,https://in.investing.com/news/stock-market-news/earnings-call-transcript-huntington-ingalls-surpasses-q1-2026-expectations-93CH-5379260,distributed_ship,distributed shipbuilding,"We are also working with other distributed shipbuilding partners that have been in our network, and those muscles are strengthening as well, getting back to the ebb and flow of what naturally happens in our industry. We're certainly in a place where we're able to stretch and grow there, and that is tracking pretty well from my estimation.

Ron Epstein, Analyst, Bank of America: Great. Maybe just 1 quick one."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,outsource_pct,Outsourcing Hours -- Expected to grow by 30%,"he quarter, with apprentice schools at full enrollment.

* Shipbuilding Throughput -- On track for approximately 15% throughput improvement for the full year, in line with operational initiatives.

* Outsourcing Hours -- Expected to grow by 30% year over year, supporting capacity expansion.

* Guidance Reaffirmation -- Management reaffirmed all guidance elements for 2026, and the medium-term outlook.

* Q2 Outlook -- Shipbuilding revenue projected at $2.4 billion, shipbuilding operating margins between 5.7% and 6%, Mission Technologies revenue at approximately $750 million, and operating margin near 4%.

* Effective Tax Rate -- 20."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,outsource_pct,outsourcing hours year over year by 30%,"lysts, while the company highlighted medium-term upside from battleship and frigate program developments.

* Kastner explained the company's distributed shipbuilding strategy is ""on track to grow our outsourcing hours year over year by 30%,"" supporting customer program delivery.

* Wilkinson noted Newport News Shipbuilding's Charleston operations contributed nearly ""0.5 million earned hours of progress"" in its first year, with plans to double throughput in 2026."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,outsource_pct,outsourcing hours year-over-year by 30%,"Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements. The third operational initiative of securing new contract awards is on track, and we are making good progress on the VCS Block VI and the next Columbia contract with awards expected in the second quarter. Shifting to activities in Washington."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,pct_outsource,30% increase in outsourc,"I'll start, and then I'll kick it over to Kari to talk about Charleston. But yes, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston is doing well. As I said, I kick that over to Kari. But from a Hyundai standpoint, we still have -- we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,distributed_ship,distributed shipbuilding,"carrier procurement were clearly outlined as upcoming catalysts, while the company highlighted medium-term upside from battleship and frigate program developments.

* Kastner explained the company's distributed shipbuilding strategy is ""on track to grow our outsourcing hours year over year by 30%,"" supporting customer program delivery.

* Wilkinson noted Newport News Shipbuilding's Charleston operations contributed nearly ""0.5 million earned hours of progress"" in its first year, with plans to double throughput in 2026."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,distributed_ship,distributed shipbuilding,"Neil and achieved stern release on DDG 133 Sam [indiscernible].

We also loaded main machinery on DDG 135 [indiscernible] Cochrane and received the first 2 of 32 units in yard from our distributed shipbuilding partners on DDG 137 John F. Lehman. Moving to Mission Technologies. We had another quarter of strong sales of $748 million. We have a robust opportunity pipeline, and we were awarded a position on the $25 billion ceiling Advanced Technology Support Program, Microelectronics multi-award contract and the $151 billion ceiling Missile Defense Agency Shield multi-award contract."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,distributed_ship,distributed shipbuilding,"Also, we continue to make progress on our second operational initiative to rapidly grow our trusted industrial base network. Leveraging our distributed shipbuilding strategy, we are on track to grow our outsourcing hours year-over-year by 30%, and we will continue to identify capacity expansion opportunities to meet customer program demand requirements. The third operational initiative of securing new contract awards is on track, and we are making good progress on the VCS Block VI and the next Columbia contract with awards expected in the second quarter."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,distributed_ship,distributed shipbuilding,"I'll start, and then I'll kick it over to Kari to talk about Charleston. But yes, we do anticipate 30% increase in outsourcing in 2026 over increases that we had in 2025. We continue to expand our distributed shipbuilding network. Charleston is doing well. As I said, I kick that over to Kari. But from a Hyundai standpoint, we still have -- we're still engaging in discussions with them and evaluating potential. We don't see them in the network right now. for this year that could provide upside if we're able to jointly invest in some operating manufacturing footprint. So that would be upside."
ddg51_industrial_base,2026-05-05,The Motley Fool,HII Q1 2026 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/hii-q1-2026-earnings-call-transcript/,distributed_ship,distributed shipbuilding,"And that's obviously, a core, we are also working with other distributed shipbuilding partners that have been in our network and those muscles are strengthening as well, getting back to the ebb and flow of what naturally happens in our industry, and we're certainly in a place where we're able to stretch and grow there, and that is tracking pretty well from my estimation.

Ronald Epstein: Great. And then maybe just one quick one."
ddg51_industrial_base,2026-05-13,The Defense Post,US Navy Unveils 30-Year 'Golden Fleet' Modernization Plan to Reach 450+ Ships,https://thedefensepost.com/2026/05/13/us-golden-fleet-plan/,distributed_ship,distributed shipbuilding,"nt periods for deployed vessels.

The service noted that the future ships will feature upgradable designs supported by expanded distributed manufacturing, with the force aiming to increase nationwide distributed shipbuilding work from 10 to 50 percent.

That goal is backed by a restructuring of acquisition oversight through new Portfolio Acquisition Executive offices, including Maritime, Undersea, and Robotics and Autonomous Systems."
ddg51_industrial_base,2026-04-29,Naval News,HII's Ingalls Shipbuilding is Awarded FF(X) Frigate Lead Yard Support Contract - Naval News,https://www.navalnews.com/naval-news/2026/04/hiis-ingalls-shipbuilding-is-awarded-ffx-frigate-lead-yard-support-contract/,distributed_ship,distributed shipbuilding,"HII as a whole is actively working to expand U.S. shipbuilding capacity by, among other things, increasing the number of distributed shipbuilding partners, collaborating with international manufacturers, and evaluating the addition of another U.S. shipyard.

The Navy's new class of smaller combatant ships, the FF(X), is a critical component of the Navy's fleet of the future."
