fy_book,keyword,has_dollar,snippet
2020,Backlog,Y,"For 2021, we anticipate a full-year effective tax rate of approximately 16%. 37 BACKLOG AND ESTIMATED POTENTIAL CONTRACT VALUE Our total backlog, including funded and unfunded portions, was $89.5 billion on December 31, 2020, up 2.9% from $86.9 billion at the end of 2019. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, whic"
2020,Backlog,Y,"5 billion on December 31, 2020, up 2.9% from $86.9 billion at the end of 2019. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potential contract value, was $134.7 billion on December 31, 2020, up 6.7% from $126.2 billion at the end of 2019. The following table details the backlog and esti"
2020,Backlog,Y,"Our total estimated contract value, which combines total backlog with estimated potential contract value, was $134.7 billion on December 31, 2020, up 6.7% from $126.2 billion at the end of 2019. The following table details the backlog and estimated potential contract value of each segment at the end of 2020 and 2019: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2020 Aerospace $ 11,308 $ 318 $ 11,6"
2020,Backlog,Y,"7 billion on December 31, 2020, up 6.7% from $126.2 billion at the end of 2019. The following table details the backlog and estimated potential contract value of each segment at the end of 2020 and 2019: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2020 Aerospace $ 11,308 $ 318 $ 11,626 $ 2,800 $ 14,426 Marine Systems 23,646 26,336 49,982 4,876 54,858 Combat Systems 14,341 226 14,567 9,774 24,341 Technologies 9,488 3,826 13,314 27,727 41,041 Total $ 5"
2020,Backlog,Y,"7% from $126.2 billion at the end of 2019. The following table details the backlog and estimated potential contract value of each segment at the end of 2020 and 2019: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2020 Aerospace $ 11,308 $ 318 $ 11,626 $ 2,800 $ 14,426 Marine Systems 23,646 26,336 49,982 4,876 54,858 Combat Systems 14,341 226 14,567 9,774 24,341 Technologies 9,488 3,826 13,314 27,727 41,041 Total $ 58,783 $ 30,706 $ 89,489 $ 45,177 $ 134,666 December 31, 2019 Aerospace $ 13,168 $ 181 $ 13,349 $ 2,989 $ 16,338 Ma"
2020,Backlog,Y,"The actual amount of funding received in the future may be higher or lower than our estimate of potential contract value. Total backlog in our defense segments was $77.9 billion on December 31, 2020, up 5.8% from $73.6 billion at the end of 2019 driven by the award of a contract from the U."
2020,Backlog,Y,"9% from $36.3 billion at year-end 2019 due to strong demand from customers in our Combat Systems and Technologies segments. 39 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s book-to-bill ratio was 1.6-to-1 in 2020, resulting in backlog growth of 13.1% from year-end 2019. The increase in backlog is due primarily to the award of a $9.5 billion contract for the construction of the first two Columbia-class ballistic-missile subm"
2020,Backlog,Y,"The segment’s book-to-bill ratio was 1.6-to-1 in 2020, resulting in backlog growth of 13.1% from year-end 2019. The increase in backlog is due primarily to the award of a $9.5 billion contract for the construction of the first two Columbia-class ballistic-missile submarines, as well as associated design and engineering support. Other significant contract awards received in the Marine Systems segment during 2020 include: • $990 from the U."
2020,Backlog,Y,"On December 31, 2020, we had $ 89.5 billion of remaining performance obligations, which we also refer to as total backlog. We expect to recognize approximately 35 % of our remaining performance obligations as revenue in 2021, an additional 30 % by 2023 and the balance thereafter. Contract Estimates. The majority of our revenue is derived from long-term contracts and programs that can span several years. Accounting for long-term contracts and programs involves the use of various techniques to estimate total contract"
2020,MYP / Multi-Year,Y,"These credit facilities include a $ 2 billion 364 -day facility expiring in March 2021, a $ 2 billion multi-year facility expiring in March 2023 and a $ 1 billion multi-year facility expiring in March 2025. We may renew or replace these credit facilities in whole or in part at or prior to their expiration dates. We also have an effective shelf registration on file with the Securities and Exchange Commission that allows us to access the debt markets. Our financing arrangements contain a number of customary c"
2021,DDG,,"7 Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyers and manages modernization and lifecycle support for the class. We have a total of 10 ships in backlog scheduled for delivery through 2027. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2021,DDG,,"• $385 from the Navy for advanced nuclear plant studies (ANPS) in support of the Columbia-class submarine program. • $355 from the Navy to provide maintenance and repair services for the DDG-51 destroyer, San Antonio-class amphibious transport dock, Ticonderoga-class guided-missile cruiser, Whidbey Island-class dock landing ship, Los Angeles-class submarine and Nimitz-class aircraft carrier programs. • $140 from the Navy to provide ongoing planning and lead yard services for the DDG-51 destroyer program. 40 The following represents the Marine Systems segment’s total estimated contrac"
2021,DDG,,"• $140 from the Navy to provide ongoing planning and lead yard services for the DDG-51 destroyer program. 40 The following represents the Marine Systems segment’s total estimated contract value by major program on December 31, 2021: COMBAT SYSTEMS The Combat Systems segment’s backlog consists of a mix of U."
2021,Arleigh Burke,,"We are also working with our network of approximately 3,000 suppliers — mostly small businesses — to support concurrent production of the two submarine programs. 7 Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyers and manages modernization and lifecycle support for the class. We have a total of 10 ships in backlog scheduled for delivery through 2027. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2021,Marine Systems,,"Outside the United States, we compete with global defense contractors’ exports and the offerings of private and state-owned defense manufacturers. Our Marine Systems segment has one primary competitor with which it also partners on the Virginia-class 15 submarine program, and to which it subcontracts on the Columbia-class submarine program. Our Combat Systems segment competes with a large number of U."
2021,Marine Systems,Y,"2022 Outlook We expect the Marine Systems segment’s 2022 revenue to be approximately $10.8 billion. Operating margin is expected to be approximately 8.6% as each shipyard continues to come down the learning curve on their major construction programs. COMBAT SYSTEMS Year Ended December 31 2021 2020 Variance Revenue $ 7,351 $ 7,223 $ 128 1.8 % Operating earnings 1,067 1,041 26 2.5 % Operating margin 14.5 % 14.4 % Operating Results The incr"
2021,Marine Systems,Y,"gment at the end of 2021 and 2020: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2021 Aerospace $ 15,878 $ 415 $ 16,293 $ 1,657 $ 17,950 Marine Systems 23,678 21,177 44,855 4,271 49,126 Combat Systems 12,584 509 13,093 6,936 20,029 Technologies 9,005 4,348 13,353 26,997 40,350 Total $ 61,145 $ 26,449 $ 87,594 $ 39,861 $ 127,455 December 31, 2020 Aerospace $ 11,308 $ 318 $ 11,626 $ 2,800 $ 14,426 Marine Systems 23,646 26,336 49,982 4,876 54,858 Combat Systems 14,341 226 14,567 9,774 24,341 Technologies 9,488 3,826 13,314 27,727 41,041 Total $ 58,"
2021,Marine Systems,Y,"3 billion on December 31, 2021, compared with $77.9 billion at year-end 2020, due primarily to continued performance on significant multi-year contracts in the Marine Systems segment. The Technologies segment achieved a book-to-bill ratio of 1-to-1 in 2021. Estimated potential contract value in our defense segments was $38.2 billion on December 31, 2021, compared with $42.4 billion at year-end 2020. MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair"
2021,Marine Systems,Y,"Estimated potential contract value in our defense segments was $38.2 billion on December 31, 2021, compared with $42.4 billion at year-end 2020. MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s backlog and estimated potential contract value were down compared with year-end 2020 due to continued performance on significant multi-year contracts. We received the following significant contract awards in the Marin"
2021,Marine Systems,Y,We received the following significant contract awards in the Marine Systems segment during 2021: • $1.9 billion from the Navy for the construction of a tenth submarine in Block V of the Virginia-class submarine program. • $1.4 billion from the Navy to provide ongoing lead yard services for the Virginia-class and Columbia-class submarine programs. • $385 from the Navy for advanced nuclear plant studies (ANPS) in support of the Columbia-class submarine program. • $355 from
2021,Marine Systems,Y,"S. Government Year Ended December 31 2021 2020 2019 2021 2020 2019 2021 2020 2019 Aerospace $ 8,135 $ 8,075 $ 9,801 $ 1,031 $ 1,083 $ 1,532 $ 339 $ 513 $ 498 Marine Systems 10,526 9,979 9,183 874 854 785 10,517 9,871 9,027 Combat Systems 7,351 7,223 7,007 1,067 1,041 996 4,173 4,191 4,048 Technologies 12,457 12,648 13,359 1,275 1,211 1,311 11,817 11,728 12,234 Corporate (b) — — — ( 84 ) ( 56 ) ( 54 ) — — — Total $ 38,469 $ 37,925 $ 39,350 $ 4,163 $ 4,133 $ 4,570 $ 26,846 $ 26,303 $ 25,807 (a) See Note B for additional revenue information by segment. (b) Corporate op"
2021,Electric Boat,Y,"We are investing $1.8 billion of capital in expanded and modernized facilities at Electric Boat to support the growth in submarine construction and expect the projects to be substantially complete by the end of 2023. Equal to the commitment of capital is our commitment to our Electric Boat workforce, which is on track to grow approximately 25% in the current decade, particularly in support of Columbia-class production. Along with strong contributions from the states of Connecticut and Rhode"
2021,NASSCO,,"We have a total of 10 ships in backlog scheduled for delivery through 2027. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2021,Backlog,Y,"◦ Diluted earnings per share of $11.55, up 5% from 2020. ◦ Cash provided by operating activities of $4.3 billion, or 131% percent of net earnings. • Backlog of $87.6 billion, supporting our long-term growth expectations: ◦ Significant Gulfstream aircraft order activity, including orders for the recently announced G400 and G800 aircraft. Year Ended December 31 2021 2020 Variance Revenue $ 38,469 $ 37,925 $ 544 1.4 % Operating costs and expenses (34,306) (33,792) (514) 1.5 % Operating earnings 4,163 4,133 30 0.7 % Operating margin 10.8 % 10.9 % Our con"
2021,Backlog,Y,"For 2022, we anticipate a full-year effective tax rate of approximately 16%. BACKLOG AND ESTIMATED POTENTIAL CONTRACT VALUE Our total backlog, including funded and unfunded portions, was $87.6 billion on December 31, 2021. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potenti"
2021,Backlog,Y,"BACKLOG AND ESTIMATED POTENTIAL CONTRACT VALUE Our total backlog, including funded and unfunded portions, was $87.6 billion on December 31, 2021. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potential contract value, was $127.5 billion on December 31, 2021. The following table details the backlog and estimated potential contract value of each segment a"
2021,Backlog,Y,"Our total estimated contract value, which combines total backlog with estimated potential contract value, was $127.5 billion on December 31, 2021. The following table details the backlog and estimated potential contract value of each segment at the end of 2021 and 2020: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2021 Aerospace $ 15,878 $ 415 $ 16,293 $ 1,657 $ 17,950 Marine Systems 23,678 21,177"
2021,Backlog,Y,"5 billion on December 31, 2021. The following table details the backlog and estimated potential contract value of each segment at the end of 2021 and 2020: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2021 Aerospace $ 15,878 $ 415 $ 16,293 $ 1,657 $ 17,950 Marine Systems 23,678 21,177 44,855 4,271 49,126 Combat Systems 12,584 509 13,093 6,936 20,029 Technologies 9,005 4,348 13,353 26,997 40,350 Total $ 61,145 $ 26,449 $ 87,594 $ 39,861 $ 127,455 December 31, 2020 Aerospace $ 11,308 $ 318 $ 11,626 $ 2,800 $ 14,426 Ma"
2021,Backlog,Y,"AEROSPACE Aerospace funded backlog represents new aircraft and custom completion orders for which we have definitive purchase contracts and deposits from customers. Unfunded backlog consists of agreements to 38 provide future aircraft maintenance and support services. The Aerospace segment ended 2021 with backlog of $16.3 billion, up 40% from $11.6"
2021,Backlog,Y,"Unfunded backlog consists of agreements to 38 provide future aircraft maintenance and support services. The Aerospace segment ended 2021 with backlog of $16.3 billion, up 40% from $11.6 billion at year-end 2020. Reflecting strong demand across our aircraft portfolio, orders in 2021 were the highest in more than a decade. The segment’s book-to-bill ratio (orders divided by revenue) was 1.6-to-1 in 2021. Our December 31, 2021, backlog included orders for the new G400 and G800 aircraft, which are scheduled to enter service in 2025 and 2023, respe"
2021,Backlog,Y,"6-to-1 in 2021. Our December 31, 2021, backlog included orders for the new G400 and G800 aircraft, which are scheduled to enter service in 2025 and 2023, respectively. Beyond total backlog, estimated potential contract value represents primarily options and other agreements with existing customers to purchase new aircraft and long-term aircraft services agreements. On December 31, 2021, estimated potential contract value in the Aerospace segment was $1.7 billion. Demand for Gulfstream aircraft remains strong across customer types and geographic regions, generating orders from publi"
2021,Backlog,Y,"The actual amount of funding received in the future may be higher or lower than our estimate of potential contract value. Total backlog in our defense segments was $71.3 billion on December 31, 2021, compared with $77.9 billion at year-end 2020, due primarily to continued performance on significant multi-year contracts in the Marine Systems segment. The Technologies segment achieved a book-to-bill ratio of 1-to-1 in 2021. Estimated potential contract value in our defense segments was $38.2 billion on December 31, 2021, compared w"
2021,Backlog,Y,"MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s backlog and estimated potential contract value were down compared with year-end 2020 due to continued performance on significant multi-year contracts. We received the following significant contract awards in the Marine Systems segment during 2021: • $1.9 billion from the Navy for the construction of a tenth submarine in Block V of the Virginia-class submarine program. • $1.4 billion from the Navy to prov"
2021,Backlog,Y,"On December 31, 2021, we had $ 87.6 billion of remaining performance obligations, which we also refer to as total backlog. We expect to recognize approximately 35 % of our remaining performance obligations as revenue in 2022, an additional 35 % by the end of 2024 and the balance thereafter. Contract Estimates. The majority of our revenue is derived from long-term contracts and programs that can span several years. Accounting for long-term contracts and programs involves the use of various techniques to estimate tota"
2021,MYP / Multi-Year,Y,"Total backlog in our defense segments was $71.3 billion on December 31, 2021, compared with $77.9 billion at year-end 2020, due primarily to continued performance on significant multi-year contracts in the Marine Systems segment. The Technologies segment achieved a book-to-bill ratio of 1-to-1 in 2021. Estimated potential contract value in our defense segments was $38.2 billion on December 31, 2021, compared with $42.4 billion at year-end 2020. MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as"
2021,MYP / Multi-Year,Y,The segment’s backlog and estimated potential contract value were down compared with year-end 2020 due to continued performance on significant multi-year contracts. We received the following significant contract awards in the Marine Systems segment during 2021: • $1.9 billion from the Navy for the construction of a tenth submarine in Block V of the Virginia-class submarine program. • $1.4 billion from the Navy to provide ongoing lead yard services for the Virginia-class and Columbia-class submarine programs. • $385 from the Navy for advanced nucle
2021,MYP / Multi-Year,Y,"These credit facilities include a $ 2 billion 364 -day facility expiring in March 2022, a $ 2 billion multi-year facility expiring in March 2023 and a $ 1 billion multi-year facility expiring in March 2025. We may renew or replace these credit facilities in whole or in part at or prior to their expiration dates. We also have an effective shelf registration on file with the Securities and Exchange Commission (SEC) that allows us to access the debt markets. Our financing arrangements contain a number of custo"
2022,DDG,,"Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyers and manages modernization and lifecycle support for the class. We have a total of 10 ships in backlog scheduled for delivery through 2029. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2022,DDG,Y,"The awards also include a $715 option for an additional T-AO-205 oiler. • $1.2 billion from the Navy to provide maintenance, modernization and repair services for the DDG-51 destroyer, Wasp-class amphibious assault ship and Los Angeles-class submarine programs. • $580 from the Navy for lead yard services, development studies and design efforts for Virginia-class submarines. The awards also include options totaling $320 of additional potential contract value. • $235 from the Navy to provide engineering, technical, design and planning yard support services for opera"
2022,DDG,,"• $170 from the Navy for advanced nuclear plant studies (ANPS) in support of the Columbia-class submarine program. • $145 from the Navy to provide ongoing planning and lead yard services for the DDG-51 destroyer program. 42 The following represents the Marine Systems segment’s total estimated contract value by major program on December 31, 2022: COMBAT SYSTEMS The Combat Systems segment’s backlog consists of a mix of U."
2022,Arleigh Burke,,"We are also working with our network of approximately 3,000 suppliers — mostly small businesses — to support concurrent production of the two submarine programs. Bath Iron Works builds the Arleigh Burke-class (DDG-51) guided-missile destroyers and manages modernization and lifecycle support for the class. We have a total of 10 ships in backlog scheduled for delivery through 2029. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2022,Destroyer,,"• $145 from the Navy to provide ongoing planning and lead yard services for the DDG-51 destroyer program. 42 The following represents the Marine Systems segment’s total estimated contract value by major program on December 31, 2022: COMBAT SYSTEMS The Combat Systems segment’s backlog consists of a mix of U."
2022,Marine Systems,Y,"2023 Outlook We expect the Marine Systems segment’s 2023 revenue to remain steady at approximately $10.9 billion. Operating margin is expected to be approximately 8.1% driven by program mix across our shipyards and ongoing supply chain challenges. COMBAT SYSTEMS Year Ended December 31 2022 2021 Variance Revenue $ 7,308 $ 7,351 $ (43) (0.6) % Operating earnings 1,075 1,067 8 0.7 % Operating margin 14.7 % 14.5 % 36 Operating Results The ch"
2022,Marine Systems,Y,"segment at the end of 2022 and 2021: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2022 Aerospace $ 19,077 $ 439 $ 19,516 $ 685 $ 20,201 Marine Systems 26,246 19,453 45,699 3,672 49,371 Combat Systems 12,726 525 13,251 5,364 18,615 Technologies 9,100 3,571 12,671 26,889 39,560 Total $ 67,149 $ 23,988 $ 91,137 $ 36,610 $ 127,747 December 31, 2021 Aerospace $ 15,878 $ 415 $ 16,293 $ 1,657 $ 17,950 Marine Systems 23,678 21,177 44,855 4,271 49,126 Combat Systems 12,584 509 13,093 6,936 20,029 Technologies 9,005 4,348 13,353 26,997 40,350 Total $ 61,"
2022,Marine Systems,Y,"Estimated potential contract value in our defense segments was $35.9 billion on December 31, 2022, compared with $38.2 billion at year-end 2021. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s book-to-bill ratio was 1.1-to-1 in 2022, resulting in backlog growth of 1.9% from year-end 2021 to $45.7 billion. The segment’s estimated potential contract value was $3.7 billion on December 31, 2022, compared with $"
2022,Marine Systems,Y,"7 billion. The segment’s estimated potential contract value was $3.7 billion on December 31, 2022, compared with $4.3 billion at year-end 2021. Significant contract awards in the Marine Systems segment during 2022 include: • $5.4 billion from the Navy for the Columbia-class submarine program for advance procurement and advance construction of critical components and material to support follow-on submarines, efforts to support continuous missile tube production, enhancements to develop the submarine industrial base, and sustained class maintenance and support. The awards also include opt"
2022,Marine Systems,Y,"S. Government Year Ended December 31 2022 2021 2020 2022 2021 2020 2022 2021 2020 Aerospace $ 8,567 $ 8,135 $ 8,075 $ 1,130 $ 1,031 $ 1,083 $ 433 $ 339 $ 513 Marine Systems 11,040 10,526 9,979 897 874 854 11,034 10,517 9,871 Combat Systems 7,308 7,351 7,223 1,075 1,067 1,041 4,416 4,173 4,191 Technologies 12,492 12,457 12,648 1,227 1,275 1,211 11,808 11,817 11,728 Corporate (b) — — — ( 118 ) ( 84 ) ( 56 ) — — — Total $ 39,407 $ 38,469 $ 37,925 $ 4,211 $ 4,163 $ 4,133 $ 27,691 $ 26,846 $ 26,303 (a) See Note B for additional revenue information by segment. (b) Corpora"
2022,Marine Systems,Y,"e Assets Capital Expenditures Depreciation and Amortization Year Ended December 31 2022 2021 2020 2022 2021 2020 2022 2021 2020 Aerospace $ 12,676 $ 11,748 $ 12,050 $ 214 $ 102 $ 95 $ 195 $ 205 $ 201 Marine Systems 5,864 5,294 4,488 530 573 604 191 165 145 Combat Systems 11,032 11,657 12,034 94 100 92 105 109 95 Technologies 19,700 19,490 19,663 175 111 172 383 401 428 Corporate 2,313 1,884 3,073 101 1 4 10 10 9 Total $ 51,585 $ 50,073 $ 51,308 $ 1,114 $ 887 $ 967 $ 884 $ 890 $ 878 The following table presents our revenue by geographic area based on the location of our customers: Year Ended December 31 2022"
2022,Electric Boat,Y,"7 We are investing $1.8 billion of capital in expanded and modernized facilities at Electric Boat to support the growth in submarine construction and expect the investments to be substantially complete by the end of 2023. Equal to the commitment of capital is our commitment to developing our Electric Boat workforce. While the steepest portion of our personnel ramp is behind us, we still expect the Electric Boat workforce to grow another 25% by the end of the decade, particularly in support of"
2022,NASSCO,,"We have a total of 10 ships in backlog scheduled for delivery through 2029. NASSCO specializes in Navy auxiliary and support ships and is currently building the Expeditionary Sea Base (ESB), which serves as an afloat forward-staging base for U."
2022,NASSCO,,"Work on the three ESBs in backlog will continue into 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2027. NASSCO has also designed and built crude oil and product tankers and container and cargo ships for commercial customers, satisfying Jones Act requirements that ships carrying cargo between U."
2022,Backlog,,"S. Marines and special operations forces, and the John Lewis-class (T-AO-205) fleet replenishment oiler. Work on the three ESBs in backlog will continue into 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2027. NASSCO has also designed and built crude oil and product tankers and container and cargo ships for commercial customers, satisfying Jones Act requirements that ships carrying cargo between U."
2022,Backlog,Y,"19, up 5.5% from 2021 ◦ Record-high cash provided by operating activities of $4.6 billion, or 135% of net earnings • Record-high backlog of $91.1 billion increased $3.5 billion, or 4%, from 2021, driven by significant order activity during the year supporting our long-term growth expectations: ◦ Outstanding Gulfstream aircraft order activity, including orders across all aircraft models ◦ Several significant contract awards received in our defense segments, including $5.4 billion of combined awards from the U."
2022,Backlog,Y,"BACKLOG AND ESTIMATED POTENTIAL CONTRACT VALUE Our total backlog, including funded and unfunded portions, was $91.1 billion on December 31, 2022, up 4% from $87.6 billion at the end of 2021. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which"
2022,Backlog,Y,"1 billion on December 31, 2022, up 4% from $87.6 billion at the end of 2021. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potential contract value, was $127.7 billion on December 31, 2022. 39 The following table details the backlog and estimated potential contract value of each segmen"
2022,Backlog,Y,"Our total estimated contract value, which combines total backlog with estimated potential contract value, was $127.7 billion on December 31, 2022. 39 The following table details the backlog and estimated potential contract value of each segment at the end of 2022 and 2021: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2022 Aerospace $ 19,077 $ 439 $ 19,516 $ 685 $ 20,201 Marine Systems 26,246 19,45"
2022,Backlog,Y,"7 billion on December 31, 2022. 39 The following table details the backlog and estimated potential contract value of each segment at the end of 2022 and 2021: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2022 Aerospace $ 19,077 $ 439 $ 19,516 $ 685 $ 20,201 Marine Systems 26,246 19,453 45,699 3,672 49,371 Combat Systems 12,726 525 13,251 5,364 18,615 Technologies 9,100 3,571 12,671 26,889 39,560 Total $ 67,149 $ 23,988 $ 91,137 $ 36,610 $ 127,747 December 31, 2021 Aerospace $ 15,878 $ 415 $ 16,293 $ 1,657 $ 17,950 Mari"
